areaid,date,avg_temp,prec
101210902,2015-7-10,25.3,11.8
101210902,2015-7-11,25,12.2
101210902,2015-7-12,24.6,10.3
101210902,2015-7-13,24.8,7.3
101210902,2015-7-14,25,12.1
101210902,2015-7-15,25.6,8.1
101210902,2015-7-16,25.9,8.3
101210902,2015-7-17,26,6.8
101210902,2015-7-18,26.1,4.9
101210902,2015-7-19,26.1,6.2
101210902,2015-7-20,26.1,7.5
101210902,2015-7-21,26,8.1
101210902,2015-7-22,25.7,5.3
101210902,2015-7-23,25.7,6.8
101210902,2015-7-24,25.7,11.4
101210902,2015-7-25,25.4,14.4
101210902,2015-7-26,25.1,13.2
101210902,2015-7-27,29.7,0.5
101120204,2015-6-18,23,0
101120204,2015-6-19,22.6,3.1
101120204,2015-6-20,23.2,0
101120204,2015-6-21,24,0
101120204,2015-6-22,24.1,0
101120204,2015-6-23,24.7,0
101120204,2015-6-24,24.6,0
101120204,2015-6-25,23.7,0
101120204,2015-6-26,22.9,0
101120204,2015-6-27,23,1.2
101120204,2015-6-28,23.4,1
101120204,2015-6-29,23.9,4.9
101120204,2015-6-30,23.5,5.7
101120204,2015-7-1,23.6,7.7
101120204,2015-7-2,24,5.9
101120204,2015-7-3,23.9,0
101120204,2015-7-4,24.5,3.6
101120204,2015-7-5,25.1,2.8
101120204,2015-7-6,25.4,1.5
101120204,2015-7-7,25.3,1.7
101120204,2015-7-8,25.6,1
101120204,2015-7-9,25.4,1.7
101120204,2015-7-10,25.4,2.1
101120204,2015-7-11,25.7,2.4
101120204,2015-7-12,25.4,6.5
101120204,2015-7-13,25.6,3.5
101120204,2015-7-14,26.2,1.3
101120204,2015-7-15,26.4,0
101120204,2015-7-16,26.3,7.6
101120204,2015-7-17,26.5,2.6
101120204,2015-7-18,26.5,4.7
101120204,2015-7-19,26.3,7.7
101120204,2015-7-20,26.6,3.6
101120204,2015-7-21,27,0
101120204,2015-7-22,27.2,3.3
101120204,2015-7-23,27.3,3.6
101120204,2015-7-24,26.8,6.4
101120204,2015-7-25,26.7,4.1
101120204,2015-7-26,26.6,5.1
101120204,2015-7-27,27.5,1.7
101120710,2015-6-18,26,1.8
101120710,2015-6-19,25.8,1
101120710,2015-6-20,25.4,0
101120710,2015-6-21,26.7,1.2
101120710,2015-6-22,26.9,1.8
101120710,2015-6-23,27.9,0
101120710,2015-6-24,27.7,0
101120710,2015-6-25,25.6,0
101120710,2015-6-26,23.8,1.3
101120710,2015-6-27,24.6,2
101120710,2015-6-28,25.6,0
101120710,2015-6-29,25,4
101120710,2015-6-30,24.9,8.2
101120710,2015-7-1,25.2,9
101120710,2015-7-2,25.7,4.6
101120710,2015-7-3,26.1,0
101120710,2015-7-4,26.8,3.2
101120710,2015-7-5,27.4,8.1
101120710,2015-7-6,27.4,3.3
101120710,2015-7-7,27.1,3.8
101120710,2015-7-8,27.6,2
101120710,2015-7-9,26.9,2.3
101120710,2015-7-10,26.7,4.6
101120710,2015-7-11,27,4.5
101120710,2015-7-12,27,3.6
101120710,2015-7-13,27.5,4.1
101120710,2015-7-14,28.1,1.8
101120710,2015-7-15,28.1,7.1
101120710,2015-7-16,27.8,3.6
101120710,2015-7-17,28,4.5
101120710,2015-7-18,27.5,12.9
101120710,2015-7-19,27.5,3.4
101120710,2015-7-20,28.1,2.7
101120710,2015-7-21,28.4,1.8
101120710,2015-7-22,28.3,6.1
101120710,2015-7-23,28.1,7.1
101120710,2015-7-24,27.6,5.9
101120710,2015-7-25,27.5,4.2
101120710,2015-7-26,27.4,3.4
101120710,2015-7-27,29.2,8.5
101050204,2015-6-18,18.5,4.2
101050204,2015-6-19,19.2,0
101050204,2015-6-20,23.1,0
101050204,2015-6-21,23,0
101050204,2015-6-22,21.5,0
101050204,2015-6-23,23.7,0
101050204,2015-6-24,24.3,1.7
101050204,2015-6-25,22.5,1.5
101050204,2015-6-26,22.2,4.1
101050204,2015-6-27,21.8,2.7
101050204,2015-6-28,22.4,2.9
101050204,2015-6-29,22.7,1.9
101050204,2015-6-30,23.4,4.7
101050204,2015-7-1,22.7,6.3
101050204,2015-7-2,21.7,6.9
101050204,2015-7-3,21.9,4.7
101050204,2015-7-4,22.5,4.3
101050204,2015-7-5,22.3,1
101050204,2015-7-6,22.3,6.9
101050204,2015-7-7,21.6,5.3
101050204,2015-7-8,21.8,0
101050204,2015-7-9,22.8,2.1
101050204,2015-7-10,22.6,6.7
101050204,2015-7-11,22.8,4.5
101050204,2015-7-12,22.8,4.9
101050204,2015-7-13,23.3,7
101050204,2015-7-14,23.6,3.6
101050204,2015-7-15,24.4,3.1
101050204,2015-7-16,24.4,4.1
101050204,2015-7-17,23.9,3
101050204,2015-7-18,23,10
101050204,2015-7-19,22.3,5
101050204,2015-7-20,22.7,6.6
101050204,2015-7-21,22.4,7.1
101050204,2015-7-22,21.7,3.4
101050204,2015-7-23,21.9,5.8
101050204,2015-7-24,20.9,11
101050204,2015-7-25,21.3,4.4
101050204,2015-7-26,21.9,3.8
101050204,2015-7-27,23,4.6
101120502,2015-6-18,24.7,1
101120502,2015-6-19,23.6,2.7
101120502,2015-6-20,23.6,0
101120502,2015-6-21,25.7,0
101120502,2015-6-22,26.3,0
101120502,2015-6-23,26.9,0
101120502,2015-6-24,26.8,0
101120502,2015-6-25,25.4,0
101120502,2015-6-26,24.1,0
101120502,2015-6-27,24.2,0
101120502,2015-6-28,24.6,0
101120502,2015-6-29,25.1,2.4
101120502,2015-6-30,24.7,6.2
101120502,2015-7-1,24.6,6.2
101120502,2015-7-2,25,4.3
101120502,2015-7-3,25.1,0
101120502,2015-7-4,25.8,0
101120502,2015-7-5,26.3,2.3
101120502,2015-7-6,26.7,0
101120502,2015-7-7,26.5,0
101120502,2015-7-8,26.7,0
101120502,2015-7-9,26.5,1.2
101120502,2015-7-10,26.2,0
101120502,2015-7-11,26.7,2.5
101120502,2015-7-12,26,4.3
101120502,2015-7-13,26.4,1.5
101120502,2015-7-14,27,0
101120502,2015-7-15,27.3,1.2
101120502,2015-7-16,27.3,4
101120502,2015-7-17,27.4,1.9
101120502,2015-7-18,27.2,4.9
101120502,2015-7-19,26.7,5
101120502,2015-7-20,27.2,3.4
101120502,2015-7-21,27.6,1.1
101120502,2015-7-22,27.5,4.3
101120502,2015-7-23,27.4,7.2
101120502,2015-7-24,27,3.4
101120502,2015-7-25,26.9,4.6
101120502,2015-7-26,26.7,4.1
101120502,2015-7-27,27.9,15.9
101281304,2015-6-18,25.4,4.8
101281304,2015-6-19,25.3,6.7
101281304,2015-6-20,24.5,13
101281304,2015-6-21,23.9,13.3
101281304,2015-6-22,23.8,17.8
101281304,2015-6-23,24.1,16.3
101281304,2015-6-24,24.6,11.5
101281304,2015-6-25,24.7,7.7
101281304,2015-6-26,24.7,5.2
101281304,2015-6-27,25,4.3
101281304,2015-6-28,25.3,4.5
101281304,2015-6-29,25.4,3.7
101281304,2015-6-30,25.5,2.4
101281304,2015-7-1,25.5,2.1
101281304,2015-7-2,25.6,2.8
101281304,2015-7-3,25.5,4.2
101281304,2015-7-4,25.3,5.1
101281304,2015-7-5,25.3,5.8
101281304,2015-7-6,25.3,6.5
101281304,2015-7-7,25.3,7.7
101281304,2015-7-8,25.3,8.9
101281304,2015-7-9,25.3,9.1
101281304,2015-7-10,25.2,10.4
101281304,2015-7-11,25,10.4
101281304,2015-7-12,24.9,9.7
101281304,2015-7-13,24.9,10.5
101281304,2015-7-14,25,11.9
101281304,2015-7-15,24.8,8.7
101281304,2015-7-16,25,6.3
101281304,2015-7-17,25,5.4
101281304,2015-7-18,25.1,5.5
101281304,2015-7-19,25.3,6.3
101281304,2015-7-20,25.5,6.4
101281304,2015-7-21,25.4,5.4
101281304,2015-7-22,25.5,5.7
101281304,2015-7-23,25.4,6.4
101281304,2015-7-24,25.5,6.3
101281304,2015-7-25,25.2,5.8
101281304,2015-7-26,25.3,8.7
101281304,2015-7-27,26,10.7
101251207,2015-6-18,23.6,49.6
101251207,2015-6-19,22.1,44.5
101251207,2015-6-20,21.9,31.4
101251207,2015-6-21,21,25.3
101251207,2015-6-22,20.1,9
101251207,2015-6-23,21.5,14.1
101251207,2015-6-24,22.8,12.6
101251207,2015-6-25,23.4,9
101251207,2015-6-26,23.4,4.9
101251207,2015-6-27,23.9,3.9
101251207,2015-6-28,24.2,4.7
101251207,2015-6-29,24.3,3.6
101251207,2015-6-30,24.6,1.9
101251207,2015-7-1,24.8,1.7
101251207,2015-7-2,24.8,5
101251207,2015-7-3,24.8,5.9
101251207,2015-7-4,24.5,6.3
101251207,2015-7-5,24.4,5.9
101251207,2015-7-6,24.5,9
101251207,2015-7-7,24.3,7
101251207,2015-7-8,23.9,8.4
101251207,2015-7-9,24.1,6.5
101251207,2015-7-10,24.1,13.1
101251207,2015-7-11,23.5,13.7
101251207,2015-7-12,23.4,9.6
101251207,2015-7-13,23.6,12.7
101251207,2015-7-14,23.7,5.2
101251207,2015-7-15,24,2.7
101251207,2015-7-16,24.4,3.7
101251207,2015-7-17,24.2,7.3
101251207,2015-7-18,24.3,3.3
101251207,2015-7-19,24.4,3.7
101251207,2015-7-20,24.6,5.2
101251207,2015-7-21,24.5,5.4
101251207,2015-7-22,24.2,5.3
101251207,2015-7-23,24.6,3.1
101251207,2015-7-24,24.6,5.5
101251207,2015-7-25,24.5,10.3
101251207,2015-7-26,24,9.4
101251207,2015-7-27,27.1,0.2
101120510,2015-6-18,23.6,0
101120510,2015-6-19,22.8,3
101120510,2015-6-20,23.1,0
101120510,2015-6-21,24.5,0
101120510,2015-6-22,24.8,0
101120510,2015-6-23,25.3,0
101120510,2015-6-24,25.3,0
101120510,2015-6-25,24.3,0
101120510,2015-6-26,23.3,0
101120510,2015-6-27,23.3,0
101120510,2015-6-28,23.7,1.2
101120510,2015-6-29,24.3,2.5
101120510,2015-6-30,23.9,5.4
101120510,2015-7-1,23.9,6
101120510,2015-7-2,24.2,6.8
101120510,2015-7-3,24.3,0
101120510,2015-7-4,24.9,1.9
101120510,2015-7-5,25.5,2.4
101120510,2015-7-6,25.8,1.2
101120510,2015-7-7,25.5,1.2
101120510,2015-7-8,25.9,0
101120510,2015-7-9,25.8,0
101120510,2015-7-10,25.6,1.2
101120510,2015-7-11,26,2.4
101120510,2015-7-12,25.6,4.9
101120510,2015-7-13,25.7,2.6
101120510,2015-7-14,26.3,0
101120510,2015-7-15,26.7,0
101120510,2015-7-16,26.8,5.2
101120510,2015-7-17,26.7,2.5
101120510,2015-7-18,26.7,4.4
101120510,2015-7-19,26.3,6.6
101120510,2015-7-20,26.6,4.1
101120510,2015-7-21,27,0
101120510,2015-7-22,27.1,3.6
101120510,2015-7-23,27.2,5
101120510,2015-7-24,26.8,4.5
101120510,2015-7-25,26.6,4.5
101120510,2015-7-26,26.5,6
101120510,2015-7-27,25.8,12.1
101251402,2015-6-18,24.4,35.2
101251402,2015-6-19,23,22.3
101251402,2015-6-20,23.5,23.6
101251402,2015-6-21,22.6,23.9
101251402,2015-6-22,21.6,8.9
101251402,2015-6-23,23,12.9
101251402,2015-6-24,24.1,13.6
101251402,2015-6-25,25.1,6.1
101251402,2015-6-26,25.4,2.9
101251402,2015-6-27,25.6,2.3
101251402,2015-6-28,25.9,3.4
101251402,2015-6-29,26,2.7
101251402,2015-6-30,26.1,1.8
101251402,2015-7-1,26.3,1.5
101251402,2015-7-2,26.4,2.8
101251402,2015-7-3,26.3,4.9
101251402,2015-7-4,26.1,5.2
101251402,2015-7-5,26.1,5
101251402,2015-7-6,26,6.4
101251402,2015-7-7,25.8,5.7
101251402,2015-7-8,25.6,7.2
101251402,2015-7-9,25.6,5.9
101251402,2015-7-10,25.5,12.6
101251402,2015-7-11,25,11
101251402,2015-7-12,25.1,9.8
101251402,2015-7-13,25.1,12.6
101251402,2015-7-14,25.1,8.6
101251402,2015-7-15,25.4,3.7
101251402,2015-7-16,25.7,4.2
101251402,2015-7-17,25.8,6.4
101251402,2015-7-18,25.8,3.9
101251402,2015-7-19,25.9,4.1
101251402,2015-7-20,26.1,6
101251402,2015-7-21,26.2,4.1
101251402,2015-7-22,26.1,4.1
101251402,2015-7-23,26.2,3.1
101251402,2015-7-24,26.3,4.9
101251402,2015-7-25,26.1,7.6
101251402,2015-7-26,25.8,4.6
101251402,2015-7-27,30.8,0.4
101280301,2015-6-18,27.9,0
